ID	signup_ym	birth_year	annual_income	marital_status	children	recency	amount_alcohol	amount_fruit	amount_meat	amount_fish	amount_snack	amount_general	num_purchase_web	num_purchase_store	num_purchase_discount	promotion_1	promotion_2	promotion_3	promotion_4	promotion_5	promotion_6	revenue
193	2022-05	2004	18747300.0	배우자 있음	0	81	0	0	2600	3900	3900	10400	1	2	1	0	0	1	0	0	0	11
3363	2022-06	1982	26169000.0	배우자 있음	0	99	0	7800	3900	9100	7800	15600	1	3	1	0	0	0	0	0	0	11
8278	2020-11	1998	96478200.0	배우자 있음	0	3	1121900	107900	711100	111800	128700	42900	8	5	1	0	0	0	0	0	0	11
10660	2022-04	1965	86743800.0	배우자 있음	2	61	453700	9100	45500	0	0	61100	8	4	3	0	0	0	1	0	0	11
8686	2021-04	1987	30841200.0	배우자 있음	1	65	6500	29900	19500	0	23400	18200	2	3	2	0	0	0	0	0	0	11
1604	2022-02	1968	61558900.0	배우자 있음	1	93	239200	2600	24700	10400	10400	5200	2	6	3	0	0	0	0	0	0	11
5907	2021-01	1960	43477200.0	배우자 있음	2	24	10400	0	10400	0	0	2600	1	2	1	0	0	0	0	0	0	11
10669	2021-08	1989	70701800.0	배우자 있음	1	8	360100	27300	83200	80600	27300	32500	3	10	2	0	0	0	0	0	0	11
2918	2021-07	1989	37063000.0	이혼	2	72	57200	6500	24700	0	5200	24700	2	4	3	0	0	0	0	0	0	11
5735	2022-05	1999	117829400.0	미혼	0	29	1502800	156000	1189500	122200	187200	124800	3	10	1	0	0	0	0	1	0	11
359	2021-04	1958	62491000.0	배우자 있음	1	33	484900	18200	107900	7800	11700	24700	8	6	3	0	0	0	0	0	0	11
8387	2021-04	1965	56082000.0	배우자 있음	1	68	174200	10400	98800	7800	0	14300	4	5	1	0	0	0	0	0	0	11
1829	2021-04	1969	71446700.0	이혼	1	55	1492400	0	78000	0	0	31200	9	4	3	0	0	0	1	0	1	11
3839	2021-07	1966	19572800.0	미혼	2	76	7800	15600	3900	27300	7800	52000	2	3	5	0	0	0	0	0	0	11
9392	2022-08	1979	35040200.0	미혼	1	17	5200	1300	14300	0	0	1300	1	2	1	0	0	0	0	0	0	11
2292	2021-10	1993	29025100.0	미혼	1	94	6500	5200	10400	2600	0	6500	1	3	1	0	0	0	0	0	0	11
10466	2021-11	1973	57710900.0	배우자 있음	2	86	31200	2600	26000	2600	2600	13000	1	4	2	0	0	0	0	0	0	11
9855	2021-11	1960	80600000.0	미혼	1	25	1168700	0	131300	0	0	26000	6	13	1	1	0	0	0	0	0	11
4088	2021-03	1970	40946100.0	배우자 있음	1	22	140400	1300	36400	16900	1300	5200	3	4	2	0	0	0	0	0	0	11
5231	2022-05	1982	59662200.0	배우자 있음	2	15	35100	2600	9100	0	2600	16900	1	3	1	0	0	0	0	0	0	11
590	2021-03	1978	102152700.0	이혼	0	35	1060800	85800	713700	280800	85800	128700	5	4	1	0	0	0	0	0	1	11
8732	2021-02	1977	87579700.0	사별	1	81	1687400	0	91000	48100	18200	54600	7	10	4	0	0	0	1	1	1	11
2315	2022-07	1968	75921300.0	이혼	1	55	13000	0	14300	22100	37700	37700	1	2	1	0	0	0	0	0	0	11
3515	2022-05	1960	80999100.0	미혼	1	94	113100	16900	44200	13000	7800	13000	4	4	1	0	0	0	0	0	0	11
2245	2021-07	1977	56733300.0	배우자 있음	2	50	74100	2600	66300	5200	2600	29900	2	4	3	0	0	0	0	0	0	11
6283	2021-07	1976	82993300.0	이혼	1	64	825500	19500	130000	26000	9100	170300	9	9	1	0	0	0	0	0	0	11
2246	2021-11	1973	60958300.0	배우자 있음	1	91	55900	15600	29900	37700	19500	79300	2	4	1	0	0	0	0	0	0	11
6606	2021-06	1977	91118300.0	배우자 있음	1	11	1253200	44200	178100	19500	0	14300	5	10	2	0	0	0	1	0	0	11
5545	2022-07	1980	101497500.0	배우자 있음	0	72	743600	10400	336700	44200	45500	104000	3	5	1	0	0	0	0	0	0	11
7342	2020-12	1969	76939200.0	사별	1	6	443300	184600	146900	336700	196300	85800	6	12	3	0	0	0	0	0	0	11
837	2021-12	1985	71251700.0	배우자 있음	2	0	81900	7800	74100	16900	16900	28600	2	5	4	0	0	0	0	0	0	11
9500	2021-04	1967	75546900.0	배우자 있음	1	66	287300	135200	219700	132600	101400	109200	9	8	3	0	0	0	0	0	0	11
3602	2022-03	1966	66835600.0	배우자 있음	1	42	182000	3900	37700	5200	6500	18200	3	4	2	0	0	0	0	0	0	11
234	2021-01	1987	19873100.0	이혼	1	60	1300	2600	10400	5200	3900	16900	1	2	2	0	0	1	0	0	1	11
2995	2021-11	1965	86626800.0	배우자 있음	0	64	378300	13000	895700	109200	13000	0	3	9	1	0	0	0	0	0	0	11
1118	2021-05	1964	66254500.0	배우자 있음	1	87	707200	16900	110500	10400	7800	37700	10	5	3	0	0	1	0	0	0	11
7789	2022-02	1973	110003400.0	배우자 있음	0	96	889200	130000	1041300	27300	85800	0	6	10	1	0	0	0	0	1	0	11
3068	2022-01	1998	23856300.0	배우자 있음	0	1	1300	15600	11700	0	18200	9100	2	3	1	0	0	0	0	0	0	11
8955	2022-05	1965	52586300.0	배우자 있음	2	54	45500	0	5200	0	0	13000	1	2	1	0	0	1	0	0	0	11
945	2021-08	1973	47212100.0	배우자 있음	1	53	113100	3900	32500	3900	2600	16900	3	4	2	0	0	0	0	0	0	11
5644	2022-01	1965	54876900.0	배우자 있음	1	96	401700	3900	31200	5200	3900	26000	5	7	2	0	0	0	1	0	0	11
7192	2021-07	1963	85472400.0	배우자 있음	1	58	223600	94900	120900	123500	101400	44200	2	10	2	0	0	0	0	0	0	11
2324	2022-01	1980	100157200.0	배우자 있음	1	12	812500	49400	314600	65000	44200	98800	7	11	2	0	0	1	0	0	0	11
697	2021-06	1977	97393400.0	배우자 있음	0	78	1263600	76700	1186900	32500	24700	76700	5	6	1	0	0	0	0	1	0	11
3439	2021-01	1980	73737300.0	배우자 있음	2	64	204100	7800	50700	7800	16900	97500	4	5	5	0	0	0	0	0	0	11
1506	2021-09	1983	54808000.0	미혼	2	26	62400	11700	58500	3900	19500	26000	2	4	4	0	0	0	0	0	1	11
232	2021-10	1973	80026700.0	미혼	1	8	362700	107900	114400	41600	18200	44200	4	10	1	0	0	0	0	0	0	11
8876	2020-11	1971	43717700.0	배우자 있음	2	49	171600	0	20800	0	0	5200	3	4	5	0	0	0	0	0	0	11
4500	2022-01	1999	89286600.0	배우자 있음	0	56	1194700	0	656500	128700	39000	58500	4	10	1	0	0	0	0	0	0	11
9739	2021-04	1971	44690100.0	미혼	1	55	80600	0	28600	3900	1300	33800	2	2	2	0	0	0	0	0	0	11
10395	2020-11	1994	11622000.0	미혼	1	25	1300	58500	3900	5200	7800	54600	3	3	3	0	0	0	0	0	0	11
1176	2021-12	1981	34096400.0	배우자 있음	1	50	2600	7800	5200	3900	1300	11700	1	2	1	0	0	0	0	0	0	11
1627	2021-04	1965	100486100.0	이혼	0	84	530400	79300	141700	62400	158600	53300	5	9	1	1	0	0	0	0	0	11
938	2021-10	1989	52274300.0	배우자 있음	2	30	66300	1300	9100	2600	1300	32500	2	2	2	0	0	1	0	0	0	11
2740	2021-12	1966	43469400.0	사별	2	81	80600	1300	20800	3900	2600	7800	2	4	4	0	0	0	0	0	0	11
257	2021-07	1967	97541600.0	배우자 있음	1	74	1237600	15600	234000	61100	15600	15600	5	9	2	0	0	0	0	0	0	11
4058	2022-01	1963	79669200.0	미혼	0	76	803400	19500	137800	26000	9100	58500	11	8	1	0	0	0	1	0	0	11
7736	2021-01	1994	29273400.0	배우자 있음	1	36	14300	9100	15600	2600	2600	35100	2	2	2	0	0	1	0	0	1	11
8210	2021-11	1983	71149000.0	배우자 있음	1	64	413400	3900	22100	5200	9100	72800	4	8	5	0	0	0	0	0	0	11
833	2022-06	1963	49987600.0	배우자 있음	2	62	72800	0	18200	0	0	2600	3	3	3	0	0	0	0	0	0	11
6230	2021-05	1979	57747300.0	이혼	2	53	143000	6500	76700	9100	1300	9100	5	4	5	0	0	0	0	0	0	11
7325	2021-09	1994	49656100.0	배우자 있음	1	86	29900	0	14300	2600	1300	3900	1	3	1	0	0	0	0	0	0	11
1307	2022-05	1986	54581800.0	이혼	1	15	35100	6500	10400	10400	3900	15600	3	4	3	0	0	0	0	0	0	11
1502	2021-06	1991	36955100.0	배우자 있음	1	67	23400	3900	24700	3900	3900	7800	2	3	2	0	0	0	0	0	0	11
6211	2022-07	1984	48613500.0	배우자 있음	1	47	23400	0	11700	0	1300	14300	1	3	1	0	0	0	0	0	0	11
843	2022-08	1979	84138600.0	배우자 있음	1	47	393900	0	364000	78000	191100	19500	8	11	4	0	0	0	0	0	0	11
4174	2022-07	1964	71823700.0	배우자 있음	1	81	126100	1300	24700	2600	0	14300	2	4	1	0	0	0	0	0	0	11
9757	2021-12	1980	110377800.0	배우자 있음	0	98	1296100	19500	538200	128700	39000	98800	5	12	1	0	1	0	1	1	0	11
6918	2021-09	1997	37298300.0	배우자 있음	1	56	6500	5200	16900	10400	0	5200	1	3	1	0	0	0	0	0	0	11
286	2022-02	1960	57476900.0	미혼	2	48	123500	14300	45500	0	5200	9100	2	5	4	0	0	0	0	0	0	11
11086	2022-04	1992	33419100.0	미혼	1	18	1300	7800	2600	3900	7800	3900	1	3	1	0	0	0	0	0	0	11
1921	2021-12	1975	76780600.0	배우자 있음	3	74	59800	1300	15600	3900	0	11700	2	3	2	0	0	0	0	0	0	11
4138	2022-08	1970	99611200.0	미혼	1	68	534300	137800	191100	70200	149500	85800	5	7	1	0	0	1	0	0	0	11
7718	2022-07	1955	85800000.0	배우자 있음	0	36	317200	66300	351000	131300	0	58500	1	5	1	0	0	0	0	0	0	11
1291	2020-10	1986	35987900.0	배우자 있음	1	90	197600	11700	157300	15600	15600	58500	6	4	4	0	0	0	0	0	0	11
6862	2022-08	1979	2249000.0	이혼	0	65	1300	1300	3900	1300	1300	1300	0	0	15	0	0	0	0	0	0	11
4136	2021-03	2000	9750000.0	미혼	1	63	13000	22100	23400	10400	33800	52000	3	2	4	0	0	0	0	0	0	11
803	2021-07	1976	52677300.0	배우자 있음	2	82	15600	0	6500	0	0	5200	0	2	1	0	0	0	0	0	0	11
4298	2022-06	1981	26555100.0	배우자 있음	1	63	6500	0	5200	0	0	1300	1	2	1	0	0	0	0	0	0	11
10833	2022-08	1983	84637800.0	배우자 있음	1	55	1027000	24700	172900	15600	0	24700	8	13	3	0	0	0	1	0	0	11
9606	2021-11	1973	90959700.0	배우자 있음	0	64	1146600	37700	668200	49400	37700	57200	4	6	1	1	0	0	0	1	1	11
8534	2021-10	1960	87662900.0	배우자 있음	2	51	799500	36400	336700	15600	62400	39000	6	13	4	0	0	0	1	0	0	11
5153	2021-05	1975	101095800.0	배우자 있음	1	97	1305200	76700	344500	149500	76700	35100	11	11	2	0	0	1	0	0	1	11
961	2021-12	1980	97130800.0	배우자 있음	1	92	172900	35100	547300	16900	253500	92300	7	5	2	0	0	0	0	0	0	11
5011	2022-01	1971	88553400.0	이혼	1	51	773500	29900	159900	13000	29900	200200	8	4	2	0	0	0	0	0	0	11
6653	2020-10	1978	71705400.0	배우자 있음	2	72	380900	0	113100	5200	14300	29900	7	5	4	0	0	0	0	0	1	11
9094	2020-10	1963	81863600.0	배우자 있음	1	39	406900	19500	61100	26000	0	249600	7	3	2	0	0	0	0	0	1	11
810	2022-08	1983	96447000.0	배우자 있음	1	49	196300	105300	111800	218400	118300	83200	4	11	2	0	0	0	0	0	0	11
5493	2022-06	1984	51162800.0	배우자 있음	2	21	19500	0	2600	0	0	7800	1	2	1	0	0	1	0	0	0	11
2147	2021-11	1977	99648900.0	배우자 있음	0	91	956800	81900	1229800	284700	245700	163800	4	11	1	1	0	0	0	1	0	11
5107	2022-08	1981	46618000.0	이혼	2	37	19500	0	10400	5200	2600	26000	1	2	2	0	0	1	0	0	0	11
3979	2021-08	1991	117893100.0	이혼	0	98	1276600	22100	873600	29900	44200	66300	6	8	1	0	0	0	0	1	1	11
6049	2022-03	1990	95485000.0	배우자 있음	0	85	1484600	66300	539500	117000	89700	48100	7	11	1	1	0	1	0	0	0	11
8147	2021-10	1968	40890200.0	배우자 있음	2	40	36400	0	14300	0	0	11700	2	3	3	0	0	0	0	0	0	11
1857	2022-06	1960	61280700.0	미혼	2	2	59800	0	15600	0	2600	29900	2	2	2	0	0	0	0	0	1	11
3910	2022-01	1983	108977700.0	이혼	0	78	1166100	209300	559000	241800	209300	35100	4	6	0	1	0	1	0	1	1	11
5207	2020-12	1971	69391400.0	배우자 있음	2	41	635700	7800	197600	10400	7800	171600	9	6	10	0	0	0	0	0	1	11
11114	2021-05	1978	25552800.0	배우자 있음	1	94	32500	5200	11700	7800	10400	41600	2	3	3	0	0	0	0	0	0	11
5429	2021-11	1956	59252700.0	배우자 있음	1	10	188500	1300	42900	2600	1300	1300	4	4	1	0	0	0	0	0	0	11
9400	2022-09	1966	111130500.0	미혼	0	73	819000	33800	794300	57200	23400	70200	6	6	1	0	0	0	0	0	0	11
1740	2022-07	1952	72742800.0	배우자 있음	0	22	988000	49400	135200	65000	11700	49400	7	4	2	0	0	0	1	0	0	11
7488	2021-04	1971	83448300.0	미혼	1	30	546000	19500	241800	196300	49400	19500	5	13	3	0	0	0	0	0	0	11
195	2020-11	1980	50450400.0	미혼	1	21	162500	22100	67600	3900	24700	39000	5	4	4	0	0	1	0	0	1	11
635	2021-06	1974	74337900.0	배우자 있음	2	51	603200	6500	83200	9100	0	91000	9	7	8	0	0	0	0	0	0	11
7527	2021-02	1976	30872400.0	이혼	1	97	7800	7800	37700	15600	19500	10400	2	3	3	0	0	0	0	0	0	11
10319	2021-05	1979	86193900.0	배우자 있음	1	56	1417000	15600	124800	20800	15600	78000	3	11	4	0	0	0	1	0	0	11
2296	2022-03	1983	48578400.0	배우자 있음	1	4	3900	2600	14300	2600	2600	13000	1	2	1	0	0	1	0	0	0	11
10637	2021-03	1972	53040000.0	배우자 있음	3	77	31200	0	35100	10400	39000	13000	3	3	2	0	0	0	0	0	0	11
2931	2020-12	1986	93401100.0	이혼	0	95	958100	27300	137800	71500	81900	273000	6	9	0	1	0	0	0	0	0	11
907	2022-02	1983	59993700.0	배우자 있음	1	36	330200	7800	92300	5200	0	35100	5	7	5	0	0	0	0	0	0	11
3698	2020-11	1991	102293100.0	배우자 있음	0	13	1062100	240500	893100	188500	71500	313300	4	8	1	0	0	0	0	1	1	11
9516	2020-11	1979	63853400.0	이혼	0	90	806000	70200	310700	128700	127400	154700	9	10	2	0	1	0	1	0	1	11
679	2020-12	1965	48922900.0	배우자 있음	2	49	16900	5200	26000	0	0	1300	1	3	2	0	0	0	0	0	0	11
7384	2021-10	1959	51697100.0	배우자 있음	0	18	146900	79300	265200	44200	33800	61100	7	7	2	0	0	0	0	0	0	11
5043	2021-02	1959	35096100.0	배우자 있음	0	89	9100	29900	101400	172900	63700	187200	4	5	2	0	0	0	0	0	0	11
5267	2021-06	1978	44181800.0	이혼	1	43	20800	2600	23400	2600	1300	6500	1	3	1	0	0	0	0	0	0	11
339	2021-02	1980	74218300.0	배우자 있음	1	82	600600	0	31200	7800	0	5200	9	5	2	0	0	0	1	0	1	11
2516	2021-09	1977	60880300.0	배우자 있음	2	84	28600	2600	13000	7800	5200	44200	1	2	2	0	0	0	0	0	0	11
9010	2021-05	1980	108096300.0	배우자 있음	0	80	1258400	191100	1094600	178100	54600	273000	5	10	1	1	0	1	0	1	1	11
378	2021-03	1979	68290300.0	배우자 있음	0	68	367900	145600	196300	66300	93600	162500	7	10	2	0	0	0	0	0	0	11
4808	2021-12	1964	20486700.0	배우자 있음	0	12	1300	2600	6500	7800	0	3900	1	2	1	0	0	0	0	0	0	11
5068	2021-10	1979	29645200.0	미혼	1	75	18200	1300	9100	2600	1300	1300	2	2	1	0	0	0	0	0	0	11
7628	2022-06	1981	55965000.0	배우자 있음	1	10	39000	6500	31200	7800	3900	10400	2	4	2	0	0	0	0	0	0	11
7128	2022-03	1985	55896100.0	미혼	2	91	5200	0	6500	0	1300	6500	1	2	1	0	0	0	0	0	0	11
2811	2022-07	1971	63593400.0	미혼	2	21	67600	0	11700	0	0	1300	1	4	2	0	0	0	0	0	0	11
3551	2022-06	1962	78042900.0	배우자 있음	1	28	80600	1300	74100	24700	14300	62400	2	5	2	0	0	0	0	0	0	11
1663	2022-01	1986	44255900.0	배우자 있음	1	97	26000	2600	18200	3900	0	13000	2	2	1	0	0	0	0	0	0	11
5543	2021-09	1974	75154300.0	배우자 있음	1	49	708500	9100	148200	48100	27300	101400	7	11	5	0	0	0	1	0	0	11
1577	2022-05	1954	102139700.0	배우자 있음	0	14	725400	102700	808600	269100	227500	123500	4	4	1	0	0	0	0	1	1	11
10641	2021-03	1986	9750000.0	미혼	2	5	7800	6500	5200	16900	5200	32500	2	3	4	0	0	0	0	0	0	11
5336	2021-08	1979	205052900.0	배우자 있음	1	37	50700	1300	11700	2600	0	10400	1	1	0	0	0	0	0	0	0	11
6024	2021-05	1961	122699200.0	배우자 있음	0	62	1444300	31200	1027000	208000	58500	223600	5	5	0	1	0	0	1	1	1	11
1878	2022-05	1993	30092400.0	배우자 있음	0	83	5200	7800	10400	7800	3900	13000	2	3	1	0	0	0	0	0	0	11
3099	2021-05	1978	57547100.0	이혼	2	48	237900	6500	84500	3900	6500	63700	5	4	5	0	0	0	0	0	0	11
6055	2021-01	1987	93113800.0	배우자 있음	0	94	709800	93600	488800	122200	188500	93600	5	8	1	0	0	0	1	0	0	11
5841	2021-09	1974	79162200.0	배우자 있음	1	61	787800	9100	201500	13000	0	70200	10	8	5	0	0	0	0	0	0	11
3972	2021-06	1984	65260000.0	배우자 있음	2	70	345800	7800	66300	10400	7800	83200	7	5	6	0	0	0	0	0	0	11
4394	2022-08	1973	105366300.0	배우자 있음	0	43	1484600	37700	323700	49400	37700	18200	5	12	1	0	0	0	1	1	0	11
5758	2022-04	1990	84719700.0	배우자 있음	0	23	1396200	0	89700	0	0	59800	10	13	1	1	1	1	0	1	1	11
6658	2021-10	1980	77828400.0	배우자 있음	1	37	1002300	66300	200200	70200	13000	200200	11	12	7	0	0	0	0	0	0	11
4603	2022-04	1968	85403500.0	배우자 있음	1	50	482300	41600	245700	0	75400	7800	5	10	2	0	0	0	0	0	0	11
8427	2021-02	1964	84314100.0	미혼	0	78	722800	18200	932100	273000	0	55900	7	10	1	0	0	0	0	0	0	11
10260	2021-11	1973	58685900.0	배우자 있음	1	74	262600	6500	96200	14300	6500	18200	6	5	3	0	0	0	0	0	0	11
7143	2022-02	1963	97246500.0	배우자 있음	1	14	271700	210600	271700	53300	210600	48100	4	10	5	0	0	0	0	0	0	11
8789	2022-04	1997	76778000.0	배우자 있음	1	77	45500	52000	144300	46800	52000	15600	3	7	3	0	0	0	0	0	0	11
6197	2021-07	1970	35409400.0	미혼	2	39	48100	0	22100	0	0	3900	3	3	3	0	0	0	0	0	0	11
4554	2021-12	1973	61111700.0	배우자 있음	1	89	222300	58500	94900	76700	13000	117000	3	8	4	0	0	0	0	0	0	11
4937	2022-09	1981	59922200.0	배우자 있음	2	62	15600	2600	26000	3900	2600	6500	1	3	1	0	0	0	0	0	0	11
1920	2021-10	1980	52417300.0	배우자 있음	2	59	57200	5200	27300	7800	0	35100	3	3	2	0	0	0	0	0	0	11
8749	2022-04	1992	48405500.0	배우자 있음	1	68	26000	2600	11700	5200	7800	26000	1	2	1	0	0	0	0	0	0	11
1650	2021-07	1968	106395900.0	배우자 있음	0	13	1012700	111800	698100	44200	89700	179400	5	12	1	0	0	0	0	0	0	11
10377	2021-09	1966	60699600.0	배우자 있음	1	37	221000	7800	126100	31200	15600	114400	6	5	3	0	0	0	0	0	0	11
9206	2022-04	1976	100596600.0	배우자 있음	1	36	638300	62400	300300	145600	136500	174200	5	12	2	0	0	0	0	1	0	11
10971	2020-11	1985	49106200.0	미혼	2	28	224900	10400	139100	9100	2600	228800	7	3	4	0	0	1	0	0	1	11
6398	2022-06	1982	23910900.0	배우자 있음	1	2	9100	13000	16900	20800	0	5200	3	3	2	0	0	0	0	0	0	11
9212	2021-05	1970	94676400.0	배우자 있음	1	17	1566500	0	305500	24700	18200	266500	6	13	6	0	0	0	0	0	0	11
7937	2022-07	1990	32124300.0	배우자 있음	0	86	13000	9100	32500	7800	3900	9100	3	3	1	0	0	0	0	0	0	11
839	2021-12	1983	59153900.0	배우자 있음	1	54	126100	5200	57200	7800	1300	23400	3	4	1	0	0	0	0	0	0	11
4246	2022-03	1990	8528000.0	미혼	0	2	87100	14300	33800	5200	3900	340600	1	1	0	0	0	0	0	0	0	11
158	2022-02	1953	93085200.0	배우자 있음	0	3	448500	68900	686400	127400	97500	126100	8	5	1	0	0	1	0	0	1	11
4832	2022-06	1987	35417200.0	배우자 있음	1	84	7800	6500	22100	3900	31200	59800	2	2	2	0	0	0	0	0	0	11
5621	2021-03	1977	63377600.0	배우자 있음	2	8	94900	74100	130000	92300	19500	0	6	5	5	0	0	0	0	0	1	11
1945	2021-12	1970	92864200.0	배우자 있음	1	4	924300	46800	282100	223600	124800	218400	7	7	3	1	0	0	1	0	0	11
5147	2021-10	1956	118094600.0	미혼	0	57	1006200	91000	153400	236600	243100	120900	4	13	1	0	0	0	0	0	0	11
2535	2020-11	1986	114526100.0	배우자 있음	1	24	211900	0	624000	0	163800	97500	6	8	1	1	0	0	1	1	1	11
11039	2021-12	1983	67532400.0	배우자 있음	1	51	106600	42900	70200	92300	39000	53300	5	4	2	0	0	0	0	0	0	11
9495	2021-08	1990	93408900.0	배우자 있음	0	29	465400	140400	536900	183300	126100	41600	2	6	1	0	0	0	0	0	0	11
9635	2022-07	1991	46638800.0	배우자 있음	0	13	85800	2600	52000	5200	3900	18200	3	3	1	0	0	0	0	0	0	11
2173	2022-01	1960	52063700.0	사별	1	23	16900	7800	9100	0	3900	3900	1	3	1	0	0	0	0	0	0	11
942	2020-11	1990	51558000.0	미혼	1	36	180700	16900	101400	26000	16900	46800	7	3	3	0	0	0	0	0	1	11
9386	2022-08	1970	65165100.0	배우자 있음	1	88	356200	0	27300	5200	7800	19500	5	6	1	0	0	0	1	0	0	11
5510	2021-02	1985	56241900.0	배우자 있음	1	2	340600	7800	79300	0	13000	132600	5	6	3	0	0	0	0	0	0	11
873	2020-12	1957	81698500.0	배우자 있음	2	3	1428700	0	58500	0	0	44200	3	10	11	0	0	0	1	0	1	11
2253	2021-05	1998	24607700.0	배우자 있음	0	15	41600	0	10400	29900	5200	23400	1	4	1	0	0	0	0	0	0	11
5181	2021-06	1990	31677100.0	미혼	1	58	2600	5200	2600	0	14300	6500	1	2	1	0	0	0	0	0	0	11
979	2021-05	1983	43223700.0	미혼	1	11	7800	13000	27300	24700	18200	54600	2	3	2	0	0	0	0	0	0	11
10390	2021-05	1967	34953100.0	배우자 있음	1	27	7800	9100	5200	3900	5200	7800	1	3	1	0	0	0	0	0	0	11
4698	2021-09	1991	65195000.0	배우자 있음	0	32	175500	59800	119600	84500	79300	14300	5	7	2	0	0	0	0	0	0	11
7793	2021-11	1984	80679300.0	배우자 있음	1	12	833300	9100	109200	0	39000	49400	10	7	3	0	0	0	1	0	0	11
1745	2021-07	1970	111404800.0	이혼	0	88	928200	98800	513500	150800	0	15600	4	9	1	0	0	0	0	0	1	11
10590	2021-06	1964	99504600.0	배우자 있음	0	91	1032200	94900	744900	0	37700	18200	4	10	1	0	0	0	0	0	0	11
5080	2022-01	2001	91669500.0	미혼	0	12	546000	0	587600	236600	83200	182000	6	4	1	0	0	0	0	0	1	11
8369	2021-02	1995	23695100.0	배우자 있음	1	21	1300	2600	9100	5200	3900	14300	0	2	1	0	0	0	0	0	0	11
5232	2022-04	1973	89880700.0	배우자 있음	1	23	111800	15600	97500	42900	19500	7800	4	5	1	0	0	0	0	0	0	11
2407	2021-02	1990	89841700.0	배우자 있음	0	10	1069900	32500	596700	161200	37700	123500	6	7	1	0	0	0	0	1	1	11
3834	2021-06	1970	90515100.0	미혼	1	35	300300	209300	279500	222300	39000	68900	8	11	2	0	0	0	0	0	0	11
7912	2021-07	1986	49576800.0	배우자 있음	1	69	10400	19500	35100	0	26000	42900	3	2	2	0	0	1	0	0	0	11
7712	2022-07	1954	80806700.0	미혼	0	68	236600	22100	336700	100100	91000	37700	6	10	1	0	0	0	0	0	0	11
1065	2022-03	1971	104903500.0	미혼	0	85	724100	167700	1279200	250900	48100	23400	5	5	1	0	0	0	0	0	0	11
7275	2021-12	1979	43310800.0	미혼	2	34	102700	1300	40300	5200	5200	15600	2	4	3	0	0	0	0	0	0	11
1343	2020-12	1976	76120200.0	배우자 있음	2	55	478400	31200	88400	49400	0	114400	8	6	6	0	0	0	0	0	0	11
1384	2022-02	2000	22432800.0	배우자 있음	1	10	7800	5200	18200	10400	10400	28600	2	2	2	0	0	1	0	0	0	11
9967	2021-08	1982	68944200.0	이혼	2	30	208000	19500	254800	19500	14300	65000	6	7	8	0	0	0	0	0	0	11
6181	2020-10	1958	67863900.0	배우자 있음	0	36	634400	27300	309400	72800	140400	36400	8	11	1	0	0	0	0	0	0	11
10507	2021-10	1985	77481300.0	이혼	1	14	898300	9100	89700	0	9100	29900	2	7	4	0	0	0	1	0	0	11
2674	2020-12	1966	97700200.0	미혼	1	79	705900	13000	266500	208000	185900	106600	6	6	1	0	0	0	0	0	1	11
2698	2022-02	1984	61132500.0	미혼	1	52	330200	9100	140400	26000	0	33800	6	5	3	0	0	0	0	0	0	11
3231	2022-02	1981	49362300.0	배우자 있음	1	97	6500	5200	13000	2600	2600	9100	1	3	1	0	0	0	0	0	0	11
4096	2022-03	1976	53735500.0	이혼	1	24	145600	24700	27300	20800	18200	6500	4	4	3	0	0	0	0	0	0	11
10476	2022-08	1966	87447100.0	배우자 있음	1	0	174200	14300	76700	19500	2600	39000	3	5	1	0	0	0	0	0	0	11
5948	2022-07	1983	74539400.0	미혼	1	96	185900	7800	67600	14300	10400	22100	4	5	2	0	0	0	0	0	0	11
9140	2022-03	1968	65679900.0	배우자 있음	2	89	66300	5200	31200	5200	9100	1300	2	4	2	0	0	0	0	0	0	11
10258	2021-08	1973	46528300.0	미혼	3	94	35100	0	6500	0	0	3900	1	3	2	0	0	0	0	0	0	11
5675	2020-12	1968	65794300.0	이혼	1	98	596700	0	31200	7800	0	5200	4	7	6	0	0	0	1	0	0	11
4743	2021-05	1977	73114600.0	배우자 있음	1	72	895700	10400	217100	14300	10400	114400	8	11	5	0	0	0	0	0	0	11
8805	2021-02	1968	63575200.0	미혼	1	1	367900	13000	49400	0	16900	35100	7	4	4	0	0	0	0	0	0	11
1542	2022-03	1983	73115900.0	미혼	3	26	451100	0	45500	5200	3900	9100	4	8	6	0	0	0	0	0	0	11
6770	2021-11	1993	27761500.0	배우자 있음	1	5	6500	16900	18200	0	6500	40300	2	2	2	0	0	1	0	0	1	11
8773	2021-09	1979	74646000.0	배우자 있음	1	22	364000	0	23400	0	0	31200	5	6	3	0	0	0	1	0	0	11
10475	2021-06	1978		배우자 있음	1	39	243100	6500	84500	33800	26000	18200	4	6	2	0	0	0	0	0	0	11
10420	2022-08	1963	60307000.0	이혼	1	56	123500	18200	83200	2600	11700	49400	4	3	1	0	0	0	0	0	0	11
7514	2021-09	1964	70644600.0	배우자 있음	2	74	109200	13000	44200	14300	13000	36400	3	4	4	0	0	0	0	0	0	11
2902	2020-11	1966		배우자 있음	2	87	24700	5200	15600	2600	2600	7800	1	3	1	0	0	0	0	0	0	11
4345	2022-04	1972		미혼	2	49	6500	1300	11700	2600	0	5200	1	2	1	0	0	0	0	0	0	11
793	2021-01	1981	27163500.0	배우자 있음	1	24	23400	3900	22100	3900	0	5200	2	3	1	0	0	0	0	0	0	11
