연월,시군구명,읍면동명,업종명,성별,이용자수,이용금액
2017-06-01,제주시,이도1동,차량용 주유소 운영업,남성,390,17011993
2017-06-01,제주시,이도1동,건강보조식품 소매업,여성,63,8070300
2017-06-01,제주시,화북동,차량용 주유소 운영업,여성,3399,208035862
2017-06-01,제주시,이도1동,화장품 및 방향제 소매업,남성,161,9636950
2017-06-01,제주시,이도1동,호텔업,남성,448,65225732
2017-06-01,제주시,이도1동,한식 음식점업,남성,5437,195601248
2017-06-01,제주시,이도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,117,1693600
2017-06-01,제주시,이도1동,체인화 편의점,남성,7090,55321724
2017-06-01,제주시,이도1동,중식 음식점업,남성,354,7007600
2017-06-01,제주시,이도1동,일반유흥 주점업,여성,36,9493000
2017-06-01,제주시,이도1동,전시 및 행사 대행업,남성,2,155000
2017-06-01,제주시,이도1동,일식 음식점업,남성,451,16555500
2017-06-01,제주시,이도1동,일반유흥 주점업,남성,523,194695000
2017-06-01,제주시,이도1동,육류 소매업,남성,392,16712900
2017-06-01,제주시,이도1동,욕탕업,남성,12,215100
2017-06-01,제주시,이도1동,여행사업,남성,1,100000
2017-06-01,제주시,이도1동,여관업,여성,122,4208000
2017-06-01,제주시,이도1동,스포츠 및 레크레이션 용품 임대업,여성,379,41980550
2017-06-01,제주시,이도1동,슈퍼마켓,여성,3557,71707910
2017-06-01,제주시,이도1동,수산물 소매업,여성,1805,103524000
2017-06-01,제주시,이도1동,서양식 음식점업,여성,435,8096210
2017-06-01,제주시,이도1동,빵 및 과자류 소매업,여성,1439,18992210
2017-06-01,제주시,한림읍,휴양콘도 운영업,남성,59,7572030
2017-06-01,제주시,이도1동,비알콜 음료점업,여성,335,3270260
2017-06-01,제주시,이도1동,기타 주점업,여성,34,5560000
2017-06-01,제주시,이도1동,기타 외국식 음식점업,여성,94,1736900
2017-06-01,제주시,이도1동,기타 수상오락 서비스업,여성,19,607500
2017-06-01,제주시,이도1동,그외 기타 종합 소매업,여성,276,76891000
2017-06-01,제주시,이도1동,관광 민예품 및 선물용품 소매업,여성,168,5266700
2017-06-01,제주시,이도1동,과실 및 채소 소매업,여성,1344,74155765
2017-06-01,제주시,이도1동,기타음식료품위주종합소매업,여성,25,1640600
2017-06-01,제주시,한림읍,화장품 및 방향제 소매업,남성,101,3330550
2017-06-01,제주시,한림읍,체인화 편의점,남성,15975,166064881
2017-06-01,제주시,한림읍,한식 음식점업,남성,13569,534250015
2017-06-01,제주시,한림읍,과실 및 채소 소매업,남성,298,27763030
2017-06-01,제주시,한림읍,관광 민예품 및 선물용품 소매업,남성,29,868500
2017-06-01,제주시,한림읍,빵 및 과자류 소매업,여성,1524,19171430
2017-06-01,제주시,한림읍,서양식 음식점업,여성,3105,62512750
2017-06-01,제주시,한림읍,수산물 소매업,여성,204,32184700
2017-06-01,제주시,화북동,건강보조식품 소매업,여성,16,2151510
2017-06-01,제주시,화북동,비알콜 음료점업,여성,169,2605200
2017-06-01,제주시,화북동,기타 주점업,여성,8,1600000
2017-06-01,제주시,화북동,기타 외국식 음식점업,여성,354,13079600
2017-06-01,제주시,화북동,기타 대형 종합 소매업,여성,4353,159154290
2017-06-01,제주시,화북동,관광 민예품 및 선물용품 소매업,여성,3,734000
2017-06-01,제주시,화북동,과실 및 채소 소매업,여성,304,17120600
2017-06-01,제주시,화북동,화장품 및 방향제 소매업,남성,144,8450590
2017-06-01,제주시,화북동,한식 음식점업,남성,8499,301628090
2017-06-01,제주시,화북동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1087,17928910
2017-06-01,제주시,화북동,체인화 편의점,남성,11435,104841130
2017-06-01,제주시,화북동,차량용 주유소 운영업,남성,6100,308882704
2017-06-01,제주시,화북동,차량용 가스 충전업,여성,491,22144528
2017-06-01,제주시,화북동,중식 음식점업,여성,257,5730100
2017-06-01,제주시,화북동,전시 및 행사 대행업,여성,31,483100
2017-06-01,제주시,화북동,자동차 임대업,여성,20,2069200
2017-06-01,제주시,화북동,일식 음식점업,여성,48,2941000
2017-06-01,제주시,화북동,육류 소매업,여성,525,19089410
2017-06-01,제주시,한림읍,골프장 운영업,남성,1028,208818818
2017-06-01,제주시,화북동,욕탕업,여성,229,8137000
2017-06-01,제주시,화북동,슈퍼마켓,여성,4685,81142880
2017-06-01,제주시,화북동,수산물 소매업,여성,57,7471000
2017-06-01,제주시,화북동,서양식 음식점업,여성,488,7552400
2017-06-01,제주시,화북동,빵 및 과자류 소매업,여성,2003,22198950
2017-06-01,제주시,화북동,중식 음식점업,남성,456,9703500
2017-06-01,제주시,화북동,차량용 가스 충전업,남성,1023,36037222
2017-06-01,제주시,화북동,스포츠 및 레크레이션 용품 임대업,여성,55,2700000
2017-06-01,제주시,한림읍,건강보조식품 소매업,남성,20,1306500
2017-06-01,제주시,화북동,자동차 임대업,남성,25,2891900
2017-06-01,제주시,한경면,기타 수상오락 서비스업,여성,1,40000
2017-06-01,제주시,한림읍,기타 외국식 음식점업,남성,199,7344012
2017-06-01,제주시,한경면,기타 주점업,여성,3,800000
2017-06-01,제주시,한경면,휴양콘도 운영업,여성,2,120000
2017-06-01,제주시,한경면,슈퍼마켓,여성,959,24092260
2017-06-01,제주시,한경면,수산물 소매업,여성,15,2503000
2017-06-01,제주시,한경면,서양식 음식점업,여성,671,14001800
2017-06-01,제주시,한경면,빵 및 과자류 소매업,여성,17,339300
2017-06-01,제주시,한경면,비알콜 음료점업,여성,22,662400
2017-06-01,제주시,한경면,기타음식료품위주종합소매업,여성,1061,33839030
2017-06-01,제주시,한림읍,그외 기타 종합 소매업,남성,3354,146198150
2017-06-01,제주시,한경면,관광 민예품 및 선물용품 소매업,여성,34,1740500
2017-06-01,제주시,한림읍,기타음식료품위주종합소매업,남성,349,43133900
2017-06-01,제주시,한경면,골프장 운영업,여성,225,42217450
2017-06-01,제주시,한경면,휴양콘도 운영업,남성,14,803000
2017-06-01,제주시,한경면,과실 및 채소 소매업,여성,252,6518500
2017-06-01,제주시,한경면,전시 및 행사 대행업,여성,334,7901600
2017-06-01,제주시,한경면,한식 음식점업,여성,2177,80347211
2017-06-01,제주시,한경면,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,127,5888500
2017-06-01,제주시,한경면,체인화 편의점,여성,1451,14650200
2017-06-01,제주시,한경면,차량용 주유소 운영업,여성,519,23863555
2017-06-01,제주시,한경면,차량용 가스 충전업,여성,31,2526000
2017-06-01,제주시,한경면,중식 음식점업,여성,134,3839500
2017-06-01,제주시,한경면,한식 음식점업,남성,3923,149297810
2017-06-01,제주시,한경면,일식 음식점업,여성,49,2261500
2017-06-01,제주시,한림읍,기타 주점업,남성,193,33209000
2017-06-01,제주시,한경면,욕탕업,여성,17,497000
2017-06-01,제주시,한경면,여관업,여성,118,2582500
2017-06-01,제주시,한경면,스포츠 및 레크레이션 용품 임대업,여성,15,436800
2017-06-01,제주시,한경면,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,139,6172000
2017-06-01,제주시,한경면,육류 소매업,여성,4,139000
2017-07-01,서귀포시,남원읍,기타 외국식 음식점업,여성,13,303000
2017-07-01,서귀포시,남원읍,관광 민예품 및 선물용품 소매업,여성,77,2870500
2017-07-01,서귀포시,남원읍,그외 기타 종합 소매업,남성,2,1480000
2017-07-01,서귀포시,남원읍,비알콜 음료점업,여성,229,2895500
2017-07-01,서귀포시,남원읍,기타 주점업,여성,8,1165000
2017-07-01,서귀포시,남원읍,과실 및 채소 소매업,여성,251,15398002
2017-07-01,서귀포시,남원읍,휴양콘도 운영업,여성,1837,92536360
2017-07-01,서귀포시,남원읍,서양식 음식점업,여성,1166,21301950
2017-07-01,서귀포시,남원읍,수산물 소매업,여성,94,13964500
2017-07-01,서귀포시,남원읍,슈퍼마켓,여성,1517,39541800
2017-07-01,서귀포시,남원읍,골프장 운영업,여성,1411,177156355
2017-07-01,서귀포시,남원읍,스포츠 및 레크레이션 용품 임대업,여성,147,6993700
2017-07-01,서귀포시,남원읍,기타음식료품위주종합소매업,여성,3316,119102150
2017-07-01,서귀포시,대륜동,수산물 소매업,남성,93,9029900
2017-07-01,서귀포시,남원읍,빵 및 과자류 소매업,여성,395,4958810
2017-07-01,서귀포시,남원읍,건강보조식품 소매업,여성,3,240000
2017-07-01,서귀포시,남원읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,211,3723500
2017-07-01,서귀포시,남원읍,여관업,여성,70,7982000
2017-07-01,서귀포시,남원읍,욕탕업,여성,3,1416500
2017-07-01,서귀포시,남원읍,육류 소매업,여성,240,11505474
2017-07-01,서귀포시,남원읍,일반유흥 주점업,여성,7,1150000
2017-07-01,서귀포시,남원읍,일식 음식점업,여성,175,13359000
2017-07-01,서귀포시,남원읍,전시 및 행사 대행업,여성,922,25618450
2017-07-01,서귀포시,남원읍,중식 음식점업,여성,94,2798500
2017-07-01,서귀포시,남원읍,차량용 가스 충전업,여성,16,1872850
2017-07-01,서귀포시,남원읍,차량용 주유소 운영업,여성,1600,70623924
2017-07-01,서귀포시,남원읍,체인화 편의점,여성,2740,27123610
2017-07-01,서귀포시,남원읍,한식 음식점업,여성,2899,119356000
2017-07-01,서귀포시,남원읍,화장품 및 방향제 소매업,여성,49,1830700
2017-07-01,서귀포시,남원읍,기타 외국식 음식점업,남성,62,1576000
2017-07-01,서귀포시,남원읍,골프장 운영업,남성,3348,418716944
2017-07-01,제주시,봉개동,건강보조식품 소매업,남성,1,1000000
2017-07-01,서귀포시,남원읍,기타음식료품위주종합소매업,남성,5637,219603532
2017-07-01,서귀포시,대륜동,여관업,여성,721,69200625
2017-07-01,서귀포시,대륜동,비알콜 음료점업,남성,1055,8386000
2017-07-01,서귀포시,남원읍,욕탕업,남성,5,38000
2017-07-01,서귀포시,남원읍,과실 및 채소 소매업,남성,416,21354150
2017-07-01,서귀포시,남원읍,차량용 가스 충전업,남성,29,2186760
2017-07-01,서귀포시,남원읍,중식 음식점업,남성,271,6676000
2017-07-01,서귀포시,남원읍,전시 및 행사 대행업,남성,869,21163700
2017-07-01,서귀포시,남원읍,일식 음식점업,남성,390,37620120
2017-07-01,서귀포시,남원읍,일반유흥 주점업,남성,89,18114000
2017-07-01,서귀포시,남원읍,육류 소매업,남성,230,7892810
2017-07-01,서귀포시,남원읍,여관업,남성,106,7947510
2017-07-01,서귀포시,남원읍,기타 주점업,남성,89,15995000
2017-07-01,서귀포시,남원읍,스포츠 및 레크레이션 용품 임대업,남성,423,14879400
2017-07-01,서귀포시,남원읍,슈퍼마켓,남성,2018,50478940
2017-07-01,서귀포시,남원읍,수산물 소매업,남성,96,11653000
2017-07-01,서귀포시,남원읍,서양식 음식점업,남성,1029,22981350
2017-07-01,서귀포시,남원읍,빵 및 과자류 소매업,남성,372,4973380
2017-07-01,서귀포시,남원읍,비알콜 음료점업,남성,277,3200600
2017-07-01,서귀포시,남원읍,차량용 주유소 운영업,남성,4800,201804232
2017-07-01,서귀포시,대륜동,내항 여객 운송업,남성,2,353150
2017-07-01,서귀포시,대륜동,기타음식료품위주종합소매업,남성,1481,32652590
2017-07-01,서귀포시,대륜동,기타 주점업,남성,33,5515000
2017-07-01,서귀포시,대륜동,기타 외국식 음식점업,남성,497,20240700
2017-07-01,서귀포시,대륜동,기타 대형 종합 소매업,남성,13190,807368360
2017-07-01,서귀포시,대륜동,그외 기타 종합 소매업,남성,1,40000
2017-07-01,서귀포시,대륜동,빵 및 과자류 소매업,남성,830,12487730
2017-07-01,서귀포시,대륜동,관광 민예품 및 선물용품 소매업,남성,39,998600
2017-07-01,서귀포시,대륜동,건강보조식품 소매업,남성,92,19812370
2017-07-01,서귀포시,남원읍,휴양콘도 운영업,남성,2343,127410760
2017-07-01,서귀포시,남원읍,화장품 및 방향제 소매업,남성,65,2683000
2017-07-01,서귀포시,남원읍,한식 음식점업,남성,5415,248073470
2017-07-01,서귀포시,남원읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,250,4882780
2017-07-01,서귀포시,남원읍,체인화 편의점,남성,6516,68800120
2017-07-01,서귀포시,대륜동,과실 및 채소 소매업,남성,307,36398100
2017-07-01,서귀포시,남원읍,관광 민예품 및 선물용품 소매업,남성,31,1157000
2017-07-01,서귀포시,대륜동,수산물 소매업,여성,46,2216000
2017-07-01,서귀포시,대륜동,슈퍼마켓,남성,1975,39378350
2017-07-01,서귀포시,대륜동,스포츠 및 레크레이션 용품 임대업,남성,12,515000
2017-07-01,서귀포시,대륜동,차량용 가스 충전업,남성,250,7583409
2017-07-01,서귀포시,대륜동,화장품 및 방향제 소매업,남성,5,870000
2017-07-01,서귀포시,대륜동,호텔업,남성,11,1388000
2017-07-01,서귀포시,대륜동,한식 음식점업,남성,8224,332635249
2017-07-01,서귀포시,대륜동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,228,6675630
2017-07-01,서귀포시,대륜동,체인화 편의점,남성,13584,122795700
2017-07-01,서귀포시,대륜동,차량용 주유소 운영업,남성,3242,142017622
2017-07-01,서귀포시,대륜동,중식 음식점업,남성,754,17359880
2017-07-01,서귀포시,대륜동,일반유흥 주점업,여성,31,1888200
2017-07-01,서귀포시,대륜동,전시 및 행사 대행업,남성,197,13353012
2017-07-01,서귀포시,대륜동,일식 음식점업,남성,517,24061000
2017-07-01,서귀포시,대륜동,일반유흥 주점업,남성,65,5873000
2017-07-01,서귀포시,대륜동,육류 소매업,남성,5,135800
2017-07-01,서귀포시,대륜동,욕탕업,남성,58,3973000
2017-07-01,서귀포시,대륜동,여관업,남성,883,97643573
2017-07-01,서귀포시,대륜동,건강보조식품 소매업,여성,136,18947610
2017-07-01,서귀포시,대정읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1043,15833100
2017-07-01,서귀포시,대륜동,스포츠 및 레크레이션 용품 임대업,여성,11,1205000
2017-07-01,서귀포시,대륜동,욕탕업,여성,43,992000
2017-07-01,서귀포시,대륜동,슈퍼마켓,여성,977,18704660
2017-07-01,서귀포시,대륜동,서양식 음식점업,여성,1433,30590400
2017-07-01,서귀포시,대륜동,빵 및 과자류 소매업,여성,1025,14419850
2017-07-01,서귀포시,대륜동,일식 음식점업,여성,316,13260400
2017-07-01,서귀포시,대륜동,비알콜 음료점업,여성,1196,9266140
2017-07-01,서귀포시,대륜동,기타음식료품위주종합소매업,여성,758,18731630
2017-07-01,서귀포시,대륜동,기타 주점업,여성,3,290000
2017-07-01,서귀포시,대륜동,기타 외국식 음식점업,여성,338,15226250
2017-07-01,서귀포시,대륜동,기타 대형 종합 소매업,여성,12835,778863920
2017-07-01,서귀포시,대륜동,관광 민예품 및 선물용품 소매업,여성,46,1666600
2017-07-01,서귀포시,대륜동,과실 및 채소 소매업,여성,290,43021200
2017-07-01,서귀포시,대륜동,내항 여객 운송업,여성,2,1013000
2017-07-01,서귀포시,대륜동,서양식 음식점업,남성,1428,32457300
2017-07-01,서귀포시,대륜동,중식 음식점업,여성,397,9099590
2017-07-01,서귀포시,대정읍,차량용 가스 충전업,남성,25,1748000
2017-07-01,서귀포시,대정읍,체인화 편의점,남성,13087,126285130
2017-07-01,서귀포시,대정읍,건강보조식품 소매업,남성,7,1496000
2017-07-01,서귀포시,대정읍,기타 외국식 음식점업,남성,28,490000
2017-07-01,서귀포시,대정읍,기타 수상오락 서비스업,남성,1,160000
2017-07-01,서귀포시,대정읍,그외 기타 종합 소매업,남성,1,500000
2017-07-01,서귀포시,대정읍,그외 기타 분류안된 오락관련 서비스업,남성,10,376000
2017-07-01,서귀포시,대정읍,관광 민예품 및 선물용품 소매업,남성,2,64000
2017-07-01,서귀포시,대정읍,과실 및 채소 소매업,남성,308,11238310
2017-07-01,서귀포시,대륜동,화장품 및 방향제 소매업,여성,4,4560000
2017-07-01,서귀포시,대륜동,전시 및 행사 대행업,여성,137,4793500
2017-07-01,서귀포시,대륜동,호텔업,여성,6,270000
2017-07-01,서귀포시,대륜동,한식 음식점업,여성,4571,168556660
2017-07-01,서귀포시,대륜동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,177,5673570
2017-07-01,서귀포시,대륜동,체인화 편의점,여성,6197,51257410
2017-07-01,서귀포시,대륜동,차량용 주유소 운영업,여성,1591,63309201
2017-07-01,서귀포시,대륜동,차량용 가스 충전업,여성,142,4031695
2017-07-01,서귀포시,대정읍,기타 주점업,남성,260,57015000
2017-07-01,서귀포시,대정읍,중식 음식점업,남성,1039,29628500
2017-07-01,서귀포시,대정읍,전시 및 행사 대행업,남성,64,268500
2017-07-01,서귀포시,대정읍,일식 음식점업,남성,410,36896000
2017-07-01,서귀포시,대정읍,일반유흥 주점업,남성,500,101365000
2017-07-01,서귀포시,대정읍,육류 소매업,남성,189,7050700
2017-07-01,서귀포시,대정읍,욕탕업,남성,26,427600
2017-07-01,서귀포시,대정읍,차량용 주유소 운영업,남성,5252,252790029
2017-07-01,서귀포시,대정읍,여관업,남성,297,20304200
2017-07-01,서귀포시,대정읍,슈퍼마켓,남성,7969,229987690
2017-07-01,서귀포시,대정읍,수산물 소매업,남성,200,13595500
2017-07-01,서귀포시,대정읍,서양식 음식점업,남성,1084,24281000
2017-07-01,서귀포시,대정읍,빵 및 과자류 소매업,남성,1403,15266100
2017-07-01,서귀포시,대정읍,비알콜 음료점업,남성,788,12586150
2017-07-01,서귀포시,대정읍,기타음식료품위주종합소매업,남성,808,29124580
2017-07-01,서귀포시,대정읍,스포츠 및 레크레이션 용품 임대업,남성,523,27381200
2017-07-01,서귀포시,대정읍,한식 음식점업,남성,11256,498916424
2017-07-01,서귀포시,대천동,중식 음식점업,남성,108,2685000
2017-07-01,서귀포시,동홍동,관광 민예품 및 선물용품 소매업,여성,94,1823000
2017-07-01,서귀포시,대천동,기타음식료품위주종합소매업,남성,19,562900
2017-07-01,서귀포시,대정읍,기타 주점업,여성,38,5620000
2017-07-01,서귀포시,대정읍,슈퍼마켓,여성,6598,212619292
2017-07-01,서귀포시,대정읍,수산물 소매업,여성,164,10475000
2017-07-01,서귀포시,대정읍,서양식 음식점업,여성,1196,23175730
2017-07-01,서귀포시,대정읍,빵 및 과자류 소매업,여성,1654,17075820
2017-07-01,서귀포시,대정읍,비알콜 음료점업,여성,842,12356250
2017-07-01,서귀포시,대정읍,기타음식료품위주종합소매업,여성,479,13391270
2017-07-01,서귀포시,대정읍,기타 외국식 음식점업,여성,11,330000
2017-07-01,서귀포시,대천동,기타 외국식 음식점업,남성,127,6563000
2017-07-01,서귀포시,대정읍,기타 수상오락 서비스업,여성,1,80000
2017-07-01,서귀포시,대정읍,그외 기타 종합 소매업,여성,2,400000
2017-07-01,서귀포시,대정읍,그외 기타 분류안된 오락관련 서비스업,여성,6,300000
2017-07-01,서귀포시,대정읍,관광 민예품 및 선물용품 소매업,여성,5,268000
2017-07-01,서귀포시,대정읍,과실 및 채소 소매업,여성,227,10455440
2017-07-01,서귀포시,대정읍,건강보조식품 소매업,여성,18,3865000
2017-07-01,서귀포시,대정읍,스포츠 및 레크레이션 용품 임대업,여성,141,9547600
2017-07-01,서귀포시,대천동,건강보조식품 소매업,남성,8,1116000
2017-07-01,서귀포시,대정읍,화장품 및 방향제 소매업,여성,192,5613160
2017-07-01,서귀포시,대정읍,한식 음식점업,여성,6326,254658144
2017-07-01,서귀포시,대정읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,779,12047720
2017-07-01,서귀포시,대정읍,체인화 편의점,여성,5987,53646526
2017-07-01,서귀포시,대정읍,차량용 주유소 운영업,여성,2137,90958770
2017-07-01,서귀포시,대천동,비알콜 음료점업,남성,587,4540300
2017-07-01,서귀포시,대정읍,차량용 가스 충전업,여성,17,1513000
2017-07-01,서귀포시,대정읍,전시 및 행사 대행업,여성,55,158200
2017-07-01,서귀포시,대정읍,일식 음식점업,여성,220,17040000
2017-07-01,서귀포시,대정읍,일반유흥 주점업,여성,78,15028000
2017-07-01,서귀포시,대정읍,육류 소매업,여성,231,9583200
2017-07-01,서귀포시,대정읍,욕탕업,여성,18,1374600
2017-07-01,서귀포시,대정읍,여관업,여성,123,7053000
2017-07-01,서귀포시,대정읍,중식 음식점업,여성,668,18731500
2017-07-01,서귀포시,대천동,과실 및 채소 소매업,남성,619,36486160
2017-07-01,서귀포시,대천동,빵 및 과자류 소매업,남성,1322,18851720
2017-07-01,서귀포시,대천동,과실 및 채소 소매업,여성,753,50559070
2017-07-01,서귀포시,대천동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,3206,37226220
2017-07-01,서귀포시,대륜동,육류 소매업,여성,2,1021000
2017-07-01,서귀포시,대천동,일반유흥 주점업,남성,2,1650000
2017-07-01,서귀포시,대천동,체인화 편의점,남성,11985,117842410
2017-07-01,서귀포시,대천동,차량용 주유소 운영업,남성,5231,260173307
2017-07-01,서귀포시,대천동,전시 및 행사 대행업,남성,28,1362400
2017-07-01,서귀포시,대천동,일식 음식점업,남성,561,31325000
2017-07-01,서귀포시,대천동,육류 소매업,남성,32,2140830
2017-07-01,서귀포시,대천동,호텔업,남성,85,5627195
2017-07-01,서귀포시,대천동,여행사업,남성,2,470000
2017-07-01,서귀포시,대천동,여관업,남성,591,35619850
2017-07-01,서귀포시,대천동,스포츠 및 레크레이션 용품 임대업,남성,26,3415400
2017-07-01,서귀포시,대천동,슈퍼마켓,남성,3022,62163810
2017-07-01,서귀포시,대천동,수산물 소매업,남성,131,5851010
2017-07-01,서귀포시,대천동,서양식 음식점업,남성,877,23809000
2017-07-01,서귀포시,대천동,한식 음식점업,남성,5098,206357465
2017-07-01,서귀포시,대천동,화장품 및 방향제 소매업,남성,21,454200
2017-07-01,서귀포시,대천동,관광 민예품 및 선물용품 소매업,여성,8,498500
2017-07-01,서귀포시,대천동,기타 외국식 음식점업,여성,59,3076500
2017-07-01,서귀포시,대천동,기타음식료품위주종합소매업,여성,14,299500
2017-07-01,서귀포시,대천동,비알콜 음료점업,여성,587,5197390
2017-07-01,서귀포시,대천동,휴양콘도 운영업,남성,715,58223590
2017-07-01,서귀포시,대천동,빵 및 과자류 소매업,여성,1721,24120430
2017-07-01,서귀포시,대천동,건강보조식품 소매업,여성,2,105000
2017-07-01,서귀포시,대천동,수산물 소매업,여성,116,4802500
2017-07-01,서귀포시,대천동,스포츠 및 레크레이션 용품 임대업,여성,26,5607500
2017-07-01,서귀포시,대천동,여관업,여성,404,23225396
2017-07-01,서귀포시,대천동,육류 소매업,여성,30,798630
2017-07-01,서귀포시,대천동,일식 음식점업,여성,283,13968500
2017-07-01,서귀포시,대천동,서양식 음식점업,여성,885,23715800
2017-07-01,서귀포시,서홍동,일식 음식점업,남성,55,2625500
2017-07-01,서귀포시,대천동,슈퍼마켓,여성,2337,53520110
2017-07-01,서귀포시,대천동,관광 민예품 및 선물용품 소매업,남성,3,126000
2017-07-01,서귀포시,대천동,전시 및 행사 대행업,여성,11,446000
2017-07-01,서귀포시,대천동,중식 음식점업,여성,29,612000
2017-07-01,서귀포시,동홍동,관광 민예품 및 선물용품 소매업,남성,69,2444400
2017-07-01,서귀포시,동홍동,빵 및 과자류 소매업,남성,1065,12165500
2017-07-01,서귀포시,동홍동,비알콜 음료점업,남성,795,9663670
2017-07-01,서귀포시,동홍동,기타음식료품위주종합소매업,남성,18,627470
2017-07-01,서귀포시,동홍동,기타 외국식 음식점업,남성,391,20709500
2017-07-01,서귀포시,동홍동,기타 대형 종합 소매업,남성,5863,333998380
2017-07-01,서귀포시,동홍동,그외 기타 종합 소매업,남성,23,1908000
2017-07-01,서귀포시,동홍동,과실 및 채소 소매업,남성,276,14382110
2017-07-01,서귀포시,동홍동,그외 기타 종합 소매업,여성,11,683500
2017-07-01,서귀포시,동홍동,건강보조식품 소매업,남성,17,3949550
2017-07-01,서귀포시,대천동,휴양콘도 운영업,여성,696,47353218
2017-07-01,서귀포시,대천동,화장품 및 방향제 소매업,여성,68,1832810
2017-07-01,서귀포시,대천동,호텔업,여성,54,4846791
2017-07-01,서귀포시,대천동,한식 음식점업,여성,2684,106941660
2017-07-01,서귀포시,대천동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,2295,27980110
2017-07-01,서귀포시,동홍동,서양식 음식점업,남성,604,13562500
2017-07-01,서귀포시,동홍동,수산물 소매업,남성,167,10526008
2017-07-01,서귀포시,동홍동,과실 및 채소 소매업,여성,393,15684570
2017-07-01,서귀포시,동홍동,건강보조식품 소매업,여성,23,4157750
2017-07-01,서귀포시,동홍동,한식 음식점업,남성,9312,456098930
2017-07-01,서귀포시,동홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,736,16045500
2017-07-01,서귀포시,동홍동,체인화 편의점,남성,11794,107210850
2017-07-01,서귀포시,동홍동,차량용 주유소 운영업,남성,2380,113745592
2017-07-01,서귀포시,대천동,체인화 편의점,여성,4658,49139480
2017-07-01,서귀포시,동홍동,차량용 가스 충전업,남성,592,20785299
2017-07-01,서귀포시,동홍동,전시 및 행사 대행업,남성,23,316000
2017-07-01,서귀포시,동홍동,일식 음식점업,남성,1273,83251100
2017-07-01,서귀포시,동홍동,육류 소매업,남성,266,23684140
2017-07-01,서귀포시,동홍동,여관업,남성,63,8485700
2017-07-01,서귀포시,동홍동,스포츠 및 레크레이션 용품 임대업,남성,935,51570700
2017-07-01,서귀포시,동홍동,슈퍼마켓,남성,13302,361593752
2017-07-01,서귀포시,동홍동,중식 음식점업,남성,408,9727500
2017-07-01,서귀포시,동홍동,기타 대형 종합 소매업,여성,6525,378308770
2017-07-01,서귀포시,동홍동,기타음식료품위주종합소매업,여성,8,112300
2017-07-01,서귀포시,서홍동,욕탕업,남성,202,2659000
2017-07-01,서귀포시,동홍동,서양식 음식점업,여성,829,15644000
2017-07-01,서귀포시,동홍동,수산물 소매업,여성,96,5735500
2017-07-01,서귀포시,동홍동,슈퍼마켓,여성,13220,391040720
2017-07-01,서귀포시,동홍동,스포츠 및 레크레이션 용품 임대업,여성,154,9682250
2017-07-01,서귀포시,동홍동,기타 외국식 음식점업,여성,193,7049000
2017-07-01,서귀포시,동홍동,여관업,여성,44,1656400
2017-07-01,서귀포시,동홍동,빵 및 과자류 소매업,여성,1413,17916360
2017-07-01,서귀포시,동홍동,육류 소매업,여성,323,14512035
2017-07-01,서귀포시,동홍동,전시 및 행사 대행업,여성,42,624000
2017-07-01,서귀포시,동홍동,중식 음식점업,여성,175,4115000
2017-07-01,서귀포시,동홍동,차량용 가스 충전업,여성,361,13057119
2017-07-01,서귀포시,동홍동,차량용 주유소 운영업,여성,1290,51141458
2017-07-01,서귀포시,동홍동,여행사업,여성,1,4000000
2017-07-01,서귀포시,대천동,차량용 주유소 운영업,여성,2711,111439102
2017-07-01,서귀포시,동홍동,일식 음식점업,여성,685,36360200
2017-07-01,서귀포시,대정읍,화장품 및 방향제 소매업,남성,66,1697900
2017-07-01,서귀포시,동홍동,비알콜 음료점업,여성,973,11453860
2017-07-01,서귀포시,동홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,724,14239000
2017-07-01,서귀포시,서홍동,여관업,남성,28,2320700
2017-07-01,서귀포시,서홍동,스포츠 및 레크레이션 용품 임대업,남성,15,809000
2017-07-01,서귀포시,서홍동,슈퍼마켓,남성,358,5942100
2017-07-01,서귀포시,서홍동,수산물 소매업,남성,27,2004000
2017-07-01,서귀포시,서홍동,서양식 음식점업,남성,510,9250500
2017-07-01,서귀포시,서홍동,빵 및 과자류 소매업,남성,272,2289000
2017-07-01,서귀포시,동홍동,체인화 편의점,여성,5826,51332480
2017-07-01,서귀포시,서홍동,비알콜 음료점업,남성,1044,10353700
2017-07-01,서귀포시,서홍동,기타음식료품위주종합소매업,남성,41,4449250
2017-07-01,서귀포시,서홍동,기타 외국식 음식점업,남성,227,4063700
